order_id,customer_id,order_date,channel,total_amount,shipping_postal_code
1063,266,2025-08-19,mobile,100.58,60634
1064,296,2024-11-27,web,21.75,10968
1065,398,2024-02-23,web,247.15,56891
1066,6,2024-04-29,web,2009.93,83309
1067,213,2024-08-25,bopis,419.91,67153
1068,129,2025-08-03,web,77.28,96150
1069,224,2025-04-20,web,37.24,49039
1070,448,2024-05-03,web,77.3,76044
1071,428,2024-03-25,mobile,109.08,18580
1072,34,2024-12-24,mobile,432.36,60184
1073,231,2025-04-10,web,647.46,30822
1074,285,2024-08-11,web,59.85,65265
1075,456,2024-06-29,mobile,173.68,16360
1076,349,2025-11-05,web,77.08,11296
1077,32,2025-06-14,bopis,540.51,31040
1078,103,2024-06-16,mobile,470.83,60262
1079,116,2024-03-29,store,44.35,54728
1080,498,2024-05-20,mobile,81.38,47332
1081,406,2025-02-11,mobile,1063.2,29083
1082,325,2024-06-24,web,215.5,89626
1083,26,2025-11-12,store,44.35,78509
1084,322,2024-07-14,web,210.23,64960
1085,288,2024-08-02,web,91.38,82246
1086,353,2025-02-08,bopis,57.62,60278
1087,153,2025-10-12,store,488.18,60274
1088,283,2024-10-22,mobile,582.9,31120
1089,423,2024-12-09,bopis,82.3,64890
1090,21,2024-05-04,mobile,319.94,11980
1091,19,2024-04-26,web,52.97,75805
1092,415,2024-04-03,mobile,875.27,25669
1093,361,2025-02-10,bopis,2132.8,55160
1094,155,2025-06-05,bopis,303.41,93852
1095,173,2024-04-23,store,755.86,49250
1096,64,2024-03-22,store,795.21,77792
1097,73,2024-12-03,mobile,69.13,92435
1098,94,2024-12-15,bopis,494.3,54779
1099,308,2024-05-11,store,128.2,33495
1100,245,2024-12-22,web,81.69,75877
1101,412,2025-05-21,bopis,393.17,49707
1102,271,2024-12-22,bopis,120.13,50452
1103,353,2025-01-12,web,92.62,76741
1104,272,2025-08-19,mobile,138.13,74771
1105,91,2024-03-08,web,102.54,23231
1106,117,2025-03-10,bopis,247.15,69113
1107,129,2024-02-14,web,600.94,60868
1108,201,2024-07-23,mobile,77.08,60356
1109,441,2024-08-25,bopis,39.9,74939
1110,241,2024-10-26,web,110.12,28616
1111,375,2025-05-22,bopis,1364.93,66114
1112,462,2024-01-01,web,150.08,18623
1113,40,2024-03-25,store,217.63,69662
1114,109,2024-11-23,mobile,189.72,56170
1115,117,2024-08-12,web,227.11,38191
1116,469,2024-09-28,bopis,100.58,72035
1117,113,2025-09-18,web,69.11,46707
1118,11,2025-09-20,mobile,749.58,15816
1119,359,2025-04-06,bopis,77.95,31638
1120,402,2025-06-05,bopis,483.9,77513
1121,65,2024-06-30,mobile,132.76,21990
1122,429,2025-08-31,store,55.48,80110
1123,3,2025-01-20,mobile,1103.98,42951
1124,252,2025-06-07,web,77.28,66976
1125,33,2024-03-14,web,227.42,37006
1126,265,2024-06-29,bopis,592.03,34366
1127,499,2025-08-16,bopis,264.78,70786
1128,206,2024-11-09,bopis,96.79,73005
1129,29,2025-01-18,store,555.76,24967
1130,17,2024-03-20,store,244.09,76550
1131,270,2025-12-30,web,756.71,19082
1132,455,2024-11-18,bopis,156.06,85236
1133,426,2024-11-12,web,156.31,38036
1134,36,2025-09-02,bopis,55.06,41579
1135,189,2024-10-28,mobile,201.9,14902
1136,428,2024-09-30,bopis,90.43,36987
1137,293,2024-08-26,mobile,310.91,67106
1138,186,2024-05-21,store,78.07,32405
1139,46,2025-01-30,web,52.97,78771
1140,400,2024-11-02,mobile,81.69,51736
1141,122,2025-12-11,store,781.15,70676
1142,265,2024-08-22,web,42.32,45994
1143,189,2025-02-07,store,77.95,52080
1144,392,2024-10-06,web,630.84,15363
1145,10,2025-05-27,bopis,647.46,18721
1146,450,2025-03-28,web,81.69,79529
1147,464,2024-12-11,web,605.7,77331
1148,227,2025-01-29,bopis,105.94,65236
1149,441,2025-06-20,web,1672.82,19193
1150,72,2025-02-22,mobile,159.63,98972
1151,45,2024-01-31,mobile,174.48,14196
1152,224,2025-04-19,web,156.46,31166
1153,214,2025-02-27,bopis,131.15,19166
1154,102,2025-09-02,web,72.27,66399
1155,233,2024-03-29,mobile,420.48,83484
1156,291,2024-11-23,store,35.72,59923
1157,283,2024-01-05,web,126.96,41626
1158,424,2024-12-04,web,232.26,29070
1159,142,2025-05-29,web,201.0,97798
1160,97,2024-01-29,mobile,207.39,77232
1161,108,2025-10-18,web,1126.86,66397
1162,101,2024-06-29,mobile,588.78,46696
1163,470,2025-09-11,mobile,122.29,28335
1164,176,2025-07-06,web,108.72,54622
1165,390,2024-04-07,store,1976.6,54711
1166,94,2024-02-01,store,749.58,83070
1167,12,2025-03-08,web,485.65,90256
1168,287,2024-11-05,mobile,479.4,81968
1169,45,2025-08-24,web,227.42,71429
1170,227,2024-03-18,web,41.08,44786
1171,196,2025-11-25,web,20.16,26812
1172,10,2024-07-26,store,756.71,50762
1173,417,2024-12-18,mobile,177.0,87962
1174,259,2024-09-18,mobile,2345.17,27770
1175,130,2024-04-27,web,586.31,50454
1176,79,2024-08-25,web,826.88,16566
1177,288,2025-10-07,bopis,162.76,19348
1178,307,2025-05-02,bopis,71.47,96388
1179,160,2024-07-08,bopis,837.24,51122
1180,365,2025-06-27,bopis,76.32,58274
1181,64,2025-03-27,web,150.08,46043
1182,260,2024-11-20,web,271.29,93392
1183,495,2024-11-17,web,44.34,88127
1184,335,2024-01-28,bopis,77.08,65367
1185,357,2025-06-01,web,158.91,27286
1186,206,2024-11-09,web,275.93,10845
1187,339,2024-12-16,mobile,873.93,44771
1188,360,2025-04-19,bopis,77.08,83672
1189,414,2024-12-17,web,13.23,60806
1190,21,2025-03-17,web,340.06,26097
1191,117,2024-12-26,bopis,253.1,69550
1192,419,2025-05-16,mobile,802.55,11528
1193,237,2024-09-22,mobile,353.63,23336
1194,52,2024-03-23,store,82.3,93172
1195,289,2025-08-25,bopis,194.84,86697
1196,39,2024-01-29,store,77.3,89380
1197,152,2025-06-19,mobile,273.75,24877
1198,448,2025-09-01,bopis,70.46,22865
1199,150,2025-08-03,mobile,436.09,46678
1200,97,2025-12-30,mobile,1006.94,38331
1201,42,2025-01-03,web,81.69,94066
1202,466,2024-01-30,web,466.89,21981
1203,243,2025-04-10,mobile,403.8,33130
1204,277,2024-04-27,web,260.52,60920
1205,84,2024-03-04,bopis,428.0,87342
1206,282,2024-07-30,mobile,392.31,10228
1207,312,2024-08-30,mobile,84.52,74988
1208,297,2025-09-30,web,59.85,70696
1209,484,2024-05-03,web,43.5,98260
1210,271,2024-03-11,web,39.69,35819
1211,227,2025-07-23,bopis,809.43,83138
1212,172,2025-06-17,web,116.32,51149
1213,444,2025-07-18,bopis,207.33,41888
1214,487,2024-09-18,bopis,1029.67,97506
1215,313,2024-10-18,web,69.13,56794
1216,324,2024-05-14,web,67.55,64026
1217,454,2025-11-10,web,1029.67,50800
1218,359,2024-11-04,mobile,58.16,11708
1219,237,2025-10-14,mobile,78.07,83438
1220,134,2024-02-14,web,66.74,28331
1221,132,2025-03-19,store,207.33,45685
1222,250,2024-09-17,web,69.13,84634
1223,431,2025-06-03,bopis,227.79,31052
1224,232,2025-12-16,bopis,197.48,77847
1225,151,2025-10-02,bopis,138.75,40399
1226,391,2024-02-29,web,77.28,54450
1227,193,2024-10-02,mobile,165.18,26398
1228,262,2025-05-26,mobile,319.94,49332
1229,207,2025-02-27,bopis,706.28,12556
1230,236,2025-01-17,web,138.13,95754
1231,127,2024-10-02,bopis,203.45,32632
1232,465,2024-06-27,bopis,80.58,79753
1233,235,2024-07-08,web,20.69,69436
1234,89,2025-08-04,web,2472.74,41136
1235,159,2025-04-20,store,126.79,13967
1236,497,2025-10-05,web,82.16,15743
1237,101,2024-12-30,web,34.3,77186
1238,409,2024-02-11,bopis,117.81,95882
1239,425,2024-10-01,web,119.24,59325
1240,468,2024-02-01,store,21.75,19524
1241,232,2025-09-03,mobile,123.39,18135
1242,128,2024-01-29,web,639.26,71312
1243,439,2025-02-15,mobile,479.4,30259
1244,22,2024-11-27,store,67.55,37178
1245,180,2024-05-31,web,117.71,17160
1246,378,2024-12-05,store,72.15,48058
1247,116,2024-03-29,mobile,651.54,11173
1248,316,2025-04-02,mobile,77.28,64640
1249,311,2025-03-03,web,122.22,41513
1250,171,2025-03-19,bopis,155.63,55225
1251,497,2024-06-11,web,1029.67,99416
1252,185,2025-08-22,mobile,1849.52,94263
1253,342,2025-11-15,web,87.63,74219
1254,38,2024-12-02,web,34.3,40747
1255,474,2024-06-27,mobile,298.58,95940
1256,316,2025-12-14,mobile,406.9,34370
1257,327,2024-11-01,web,66.74,84956
1258,208,2025-07-15,mobile,66.38,11435
1259,177,2025-06-18,bopis,319.94,34301
1260,260,2025-07-31,web,111.97,57294
1261,394,2025-09-26,store,55.48,81139
1262,46,2025-05-17,mobile,306.39,42508
1263,44,2024-01-04,web,1417.64,76204
1264,459,2024-05-06,web,401.53,12509
1265,337,2024-09-15,mobile,42.32,25863
1266,131,2024-01-21,web,59.0,69929
1267,276,2025-04-11,mobile,201.9,17775
1268,420,2025-03-29,mobile,55.06,96689
1269,316,2025-02-05,web,1104.04,75844
1270,31,2024-03-06,store,66.38,29192
1271,108,2025-01-02,web,504.49,37572
1272,416,2024-04-23,web,81.38,41195
1273,223,2025-05-10,web,39.64,80583
1274,364,2025-12-15,web,36.36,90839
1275,384,2024-03-16,mobile,1029.67,91453
1276,100,2024-07-16,web,44.34,16913
1277,434,2024-11-17,store,873.93,51804
1278,409,2024-09-07,mobile,21.75,63944
1279,181,2024-01-07,web,783.05,61478
1280,240,2025-03-05,web,72.15,77783
1281,498,2024-06-10,web,185.41,21552
1282,365,2025-04-24,web,1029.67,83943
1283,242,2024-01-13,mobile,800.18,88367
1284,397,2025-03-25,web,183.51,66084
1285,143,2025-01-18,web,143.41,41793
1286,99,2025-03-12,mobile,551.55,68956
1287,400,2024-10-18,mobile,297.74,55680
1288,443,2024-04-05,mobile,35.23,71159
1289,105,2024-06-11,web,1367.94,45749
1290,98,2024-11-06,bopis,422.34,72232
1291,90,2024-06-06,bopis,160.51,36124
1292,90,2024-05-21,bopis,1029.67,44915
1293,442,2024-04-20,web,77.95,29704
1294,456,2025-02-09,store,156.31,57917
1295,334,2024-07-23,bopis,319.94,60009
1296,116,2024-01-18,web,277.64,25796
1297,492,2025-09-26,mobile,140.0,99452
1298,429,2025-01-03,web,155.63,43629
1299,430,2025-04-10,bopis,816.32,68465
1300,384,2024-03-24,web,347.62,75300
1301,411,2025-04-30,web,138.75,60684
1302,125,2024-02-14,store,39.64,18666
1303,429,2024-05-12,web,280.44,15450
1304,98,2024-01-25,web,392.31,88089
1305,481,2024-01-12,mobile,44.35,51244
1306,204,2024-07-07,store,81.69,60136
1307,407,2024-02-27,mobile,69.18,19724
1308,309,2024-09-21,bopis,158.0,16362
1309,261,2025-10-29,web,229.72,60200
1310,322,2025-11-20,mobile,130.32,25667
1311,411,2024-06-04,web,271.29,14435
1312,148,2024-12-23,bopis,20.69,20299
1313,120,2024-01-31,store,148.65,18429
1314,338,2024-06-07,store,77.3,70878
1315,251,2024-09-30,bopis,67.11,21140
1316,21,2024-12-13,store,67.11,99053
1317,135,2024-05-04,web,1149.66,46407
1318,32,2024-06-05,web,543.96,99691
1319,195,2024-07-31,mobile,101.32,56426
1320,19,2025-11-21,web,107.43,59147
1321,27,2025-04-18,web,198.31,88469
1322,409,2024-08-23,web,86.99,36214
1323,438,2025-08-09,store,646.5,14027
1324,342,2025-07-01,mobile,66.38,60742
1325,367,2024-06-12,store,77.08,39839
1326,454,2024-01-17,web,194.84,69145
1327,187,2024-11-30,store,823.09,44779
1328,30,2025-02-16,bopis,78.07,61597
1329,153,2024-03-16,store,39.9,53161
1330,284,2024-09-20,bopis,504.49,64511
1331,180,2025-10-22,mobile,138.13,76369
1332,28,2024-12-24,store,203.45,72027
1333,493,2025-04-14,web,1029.67,88784
1334,294,2025-03-13,web,55.06,19566
1335,462,2025-08-24,web,196.26,35068
1336,430,2024-08-14,bopis,42.32,57057
1337,166,2024-07-31,web,44.35,41246
1338,242,2024-04-25,mobile,39.9,41246
1339,7,2024-01-16,store,246.78,66737
1340,329,2025-06-09,bopis,44.35,22333
1341,297,2025-06-14,mobile,20.16,88538
1342,440,2025-04-07,mobile,43.5,43230
1343,324,2024-04-22,mobile,810.81,65007
1344,3,2025-09-24,store,90.43,36788
1345,500,2025-12-23,store,708.8,83623
1346,32,2025-10-24,mobile,1060.03,39851
1347,131,2024-11-23,web,67.11,18933
1348,14,2024-10-01,bopis,137.64,36835
1349,386,2025-07-29,mobile,126.96,53568
1350,182,2024-10-31,web,160.62,56227
1351,156,2024-03-25,web,84.52,75712
1352,257,2024-05-10,web,211.43,58451
1353,494,2024-11-04,web,100.58,61922
1354,178,2025-11-05,web,65.24,48475
1355,44,2025-08-09,store,124.38,75329
1356,430,2025-06-07,web,43.5,68376
1357,296,2024-07-24,web,585.87,86399
1358,495,2025-12-09,mobile,86.84,98039
1359,422,2024-12-01,web,91.38,35608
1360,335,2025-11-24,bopis,1029.67,62279
1361,62,2024-05-03,web,138.13,72278
1362,259,2024-02-09,mobile,190.26,11088
1363,209,2024-08-29,mobile,784.62,96216
1364,105,2025-03-05,bopis,257.14,68649
1365,221,2025-09-20,store,203.45,34791
1366,191,2025-06-19,web,413.0,99085
1367,111,2025-09-05,web,724.53,62641
1368,67,2024-03-14,mobile,39.64,22527
1369,234,2025-07-08,bopis,134.22,12516
1370,476,2025-11-11,mobile,224.25,52162
1371,300,2025-01-17,store,479.4,32058
1372,307,2025-09-22,web,77.08,11696
1373,482,2024-09-12,mobile,91.38,24277
1374,154,2024-12-20,web,2811.6,63302
1375,203,2024-06-03,web,35.72,47333
1376,261,2024-08-11,web,569.93,54017
1377,172,2024-02-15,mobile,155.63,74115
1378,7,2024-09-25,bopis,158.91,80068
1379,128,2025-06-28,store,78.07,75832
1380,424,2024-06-05,store,39.64,36533
1381,216,2024-10-26,web,160.51,53550
1382,471,2025-11-01,store,99.06,37663
1383,177,2024-08-18,bopis,61.11,97664
1384,58,2024-09-10,mobile,852.6,22210
1385,201,2025-11-16,bopis,116.43,97685
1386,131,2025-10-20,web,52.97,40987
1387,158,2025-06-02,web,79.28,90206
1388,388,2025-06-04,bopis,354.4,12246
1389,334,2025-07-20,mobile,756.71,17847
1390,189,2024-06-05,bopis,114.91,39326
1391,248,2024-09-20,mobile,639.88,80951
1392,481,2025-01-20,web,1800.04,15023
1393,245,2024-12-04,store,1783.81,48696
1394,314,2024-12-24,store,167.31,50737
1395,359,2024-03-09,store,227.11,43443
1396,110,2025-07-17,mobile,44.35,21946
1397,40,2025-03-09,mobile,77.95,99618
1398,228,2025-10-22,bopis,163.74,87190
1399,218,2024-08-24,mobile,191.13,71821
1400,394,2024-11-13,mobile,1060.03,51812
1401,150,2024-01-09,store,81.38,40439
1402,250,2024-11-19,web,39.64,40356
1403,221,2024-09-24,mobile,520.87,71129
1404,359,2024-08-28,mobile,756.71,14720
1405,144,2025-01-16,web,67.55,36522
1406,278,2025-09-16,store,1769.61,12750
1407,476,2024-09-23,mobile,473.01,44327
1408,389,2025-11-28,web,227.42,52854
1409,212,2024-09-06,mobile,138.93,77194
1410,148,2024-03-22,store,119.7,42473
1411,120,2024-11-12,web,100.58,95237
1412,10,2025-05-24,mobile,90.43,51642
1413,450,2025-12-02,store,66.38,55377
1414,38,2024-08-24,web,1063.2,96588
1415,353,2024-06-03,web,35.72,88587
1416,458,2024-12-27,mobile,66.38,72769
1417,320,2024-10-02,bopis,59.0,57385
1418,14,2025-04-20,web,51.27,18697
1419,100,2024-12-07,store,1487.79,36763
1420,378,2025-05-16,bopis,138.36,69260
1421,494,2024-08-03,web,959.82,40674
1422,135,2025-12-17,web,534.6,51497
1423,295,2024-11-23,web,77.28,56245
1424,266,2024-01-06,web,471.2,41985
1425,206,2025-10-24,web,1060.03,80323
1426,301,2024-06-16,mobile,399.63,22773
1427,13,2024-05-17,web,1167.07,58312
1428,244,2025-02-10,web,77.3,84445
1429,340,2025-01-13,store,77.3,42337
1430,10,2025-06-05,web,61.11,54447
1431,52,2024-07-15,web,115.49,68040
1432,156,2024-10-06,web,67.11,64210
1433,373,2025-09-16,bopis,120.13,95556
1434,265,2024-12-17,web,1521.39,28572
1435,465,2025-06-26,bopis,520.87,37392
1436,254,2025-03-09,bopis,55.48,47522
1437,317,2025-07-07,bopis,160.51,18322
1438,113,2024-10-19,web,165.18,47553
1439,475,2025-02-19,store,84.52,70512
1440,293,2025-02-23,web,69.18,26117
1441,419,2024-08-07,bopis,120.13,39528
1442,164,2025-10-26,mobile,200.66,28278
1443,86,2025-04-16,mobile,123.39,17715
1444,283,2024-05-29,web,1916.66,89941
1445,449,2024-01-06,bopis,77.95,33415
1446,373,2024-08-23,mobile,51.27,24957
1447,388,2025-04-27,web,86.84,21325
1448,141,2024-04-22,mobile,138.36,40403
1449,40,2024-07-16,web,947.82,95322
1450,81,2024-08-28,web,479.4,27317
1451,495,2024-10-08,mobile,247.15,70017
1452,146,2025-08-11,mobile,120.13,88873
1453,269,2025-02-11,web,241.04,39277
1454,307,2024-10-30,web,86.84,77261
1455,40,2025-12-06,web,116.62,26834
1456,5,2025-12-22,web,155.63,11088
1457,237,2025-03-09,bopis,42.32,67908
1458,354,2025-10-12,bopis,207.54,56021
1459,491,2024-12-01,web,113.73,10651
1460,345,2025-01-27,store,20.69,36740
1461,465,2024-12-23,web,138.93,54027
1462,497,2024-06-26,store,244.09,69084
1463,56,2025-11-29,mobile,1758.93,19451
1464,50,2025-10-13,mobile,1060.03,30481
1465,459,2025-10-04,web,319.94,37755
1466,474,2025-12-09,web,583.44,90171
1467,355,2025-09-06,web,481.53,37391
1468,300,2024-02-05,store,504.49,17576
1469,37,2024-01-11,web,416.25,74086
1470,305,2024-03-10,web,624.5,40698
1471,415,2024-10-25,web,253.56,23246
1472,309,2024-02-25,web,639.26,46082
1473,191,2025-10-02,mobile,200.66,80582
1474,151,2024-05-05,mobile,157.17,21789
1475,334,2024-02-26,bopis,82.16,33982
1476,131,2024-06-26,web,70.46,60715
1477,390,2024-03-11,mobile,35.72,37744
1478,465,2024-06-26,web,102.54,19746
1479,40,2025-07-21,web,44.34,38635
1480,366,2024-05-30,mobile,102.2,82403
1481,100,2024-12-22,web,46.31,36116
1482,201,2024-03-15,web,81.69,99800
1483,480,2024-02-11,web,402.71,13425
1484,459,2025-01-06,store,916.04,50997
1485,224,2024-03-21,mobile,1202.68,99535
1486,153,2024-01-14,mobile,72.27,53086
1487,315,2025-12-21,web,807.98,36864
1488,23,2025-11-24,mobile,36.24,65990
1489,264,2025-11-03,bopis,36.36,90880
1490,123,2024-01-17,web,77.08,85322
1491,77,2025-08-22,store,215.5,11449
1492,49,2025-08-31,web,80.74,61498
1493,380,2024-05-23,web,156.14,21652
1494,131,2024-09-14,web,1135.47,81452
1495,364,2025-10-13,store,215.5,79972
1496,287,2025-09-12,mobile,501.56,44459
1497,98,2024-04-24,mobile,227.11,98507
1498,64,2026-01-01,web,42.32,19854
1499,185,2025-10-09,web,58.16,94360
1500,369,2025-03-20,web,233.63,63198
1501,449,2025-05-03,mobile,119.7,97633
1502,472,2024-01-23,web,160.51,57549
1503,399,2025-10-30,web,1087.93,23073
1504,191,2025-01-02,mobile,235.78,49359
1505,53,2025-01-04,web,586.31,48843
1506,343,2024-05-24,mobile,247.15,50400
1507,322,2025-01-01,mobile,69.13,89350
1508,159,2024-02-07,bopis,99.06,35182
1509,270,2024-05-27,web,41.46,74263
1510,183,2025-06-09,store,147.27,56165
1511,449,2025-04-21,web,215.5,15507
1512,209,2025-01-25,store,156.31,13773
1513,399,2024-09-29,mobile,337.46,73503
1514,212,2024-08-04,mobile,76.32,93143
1515,408,2025-10-06,bopis,959.2,50165
1516,431,2024-11-28,web,93.3,25003
1517,151,2024-06-14,bopis,325.65,45264
1518,96,2025-07-30,web,873.93,89276
1519,184,2025-06-10,web,155.63,34118
1520,320,2025-09-09,mobile,34.3,66710
1521,28,2025-09-05,mobile,227.11,77963
1522,276,2024-03-14,mobile,173.68,29789
1523,149,2025-08-25,web,77.95,62542
1524,123,2024-07-19,mobile,232.78,69106
1525,18,2024-03-24,web,520.87,20828
1526,236,2025-12-06,mobile,1139.45,24260
1527,142,2024-02-09,web,181.57,63906
1528,262,2024-10-10,bopis,354.4,36377
1529,347,2025-06-24,mobile,155.63,22872
1530,104,2025-10-07,mobile,42.32,69048
1531,296,2024-03-05,mobile,51.27,16881
1532,463,2025-07-17,mobile,276.44,29820
1533,270,2024-03-19,web,127.06,51346
1534,167,2024-05-28,web,199.14,37172
1535,322,2025-12-21,web,681.33,91053
1536,164,2024-10-23,mobile,837.39,27237
1537,460,2025-03-02,web,196.26,84622
1538,13,2025-11-02,mobile,35.23,90710
1539,308,2025-11-20,web,138.75,32157
1540,458,2024-03-04,web,69.13,78408
1541,180,2025-09-27,mobile,36.24,39488
1542,470,2024-03-27,web,39.27,98652
1543,171,2025-12-23,web,81.69,94458
1544,18,2025-06-25,mobile,331.67,81549
1545,435,2025-08-25,mobile,1519.58,23816
1546,389,2025-12-12,mobile,530.76,49190
1547,346,2024-10-30,web,647.46,24588
1548,23,2024-09-18,mobile,984.5,71851
1549,38,2024-08-03,web,49.5,77192
1550,321,2025-07-17,web,82.3,76216
1551,367,2024-01-15,bopis,247.15,95679
1552,300,2024-05-02,mobile,556.23,72341
1553,174,2025-01-25,mobile,863.09,30940
1554,186,2024-09-17,web,247.15,86734
1555,279,2024-07-21,store,1562.61,35063
1556,34,2025-06-13,mobile,1060.03,25055
1557,336,2025-04-24,store,160.51,56008
1558,409,2025-12-22,mobile,77.28,62290
1559,475,2025-12-02,store,78.54,24141
1560,384,2025-10-08,mobile,86.41,33486
1561,335,2024-04-04,web,178.21,27820
1562,78,2025-03-04,bopis,271.29,29838
1563,190,2024-06-27,store,227.11,58180
1564,208,2025-02-22,bopis,37.24,95629
1565,387,2024-06-09,mobile,196.26,69275
1566,479,2025-11-12,mobile,639.26,43148
1567,228,2024-06-30,store,234.16,14645
1568,330,2025-10-23,web,20.69,43717
1569,164,2024-06-22,mobile,639.88,86087
1570,20,2025-04-13,web,42.32,59030
1571,118,2025-07-22,web,118.0,21419
1572,46,2025-11-13,bopis,156.46,23209
1573,396,2024-02-21,web,138.75,32321
1574,234,2025-07-04,bopis,62.3,97983
1575,284,2025-02-26,bopis,271.29,62448
1576,345,2025-11-21,mobile,221.27,91782
1577,373,2025-07-06,bopis,84.52,55477
1578,494,2024-01-23,store,947.82,97740
1579,192,2025-10-14,store,227.42,76819
1580,128,2024-05-07,bopis,319.94,20546
1581,238,2025-01-19,bopis,59.0,53532
1582,370,2024-01-19,store,370.17,25738
1583,188,2024-05-19,web,551.35,21152
1584,33,2025-07-31,mobile,77.95,90818
1585,162,2025-08-19,bopis,1060.03,78406
1586,126,2025-12-25,mobile,36.36,41703
1587,205,2025-05-07,web,81.38,83165
1588,259,2024-01-21,mobile,37.24,48306
1589,450,2025-03-30,bopis,34.3,84971
1590,301,2024-09-14,mobile,873.93,85428
1591,393,2024-08-09,mobile,873.93,56986
1592,454,2025-10-16,bopis,2661.69,47801
1593,195,2025-01-02,web,348.69,89973
1594,291,2025-01-27,mobile,97.72,69501
1595,92,2024-04-19,store,469.38,65396
1596,381,2025-07-09,web,441.81,10816
1597,117,2025-10-01,web,155.09,43949
1598,237,2024-08-09,web,247.15,68970
1599,302,2025-05-18,mobile,1029.67,61367
1600,414,2025-02-22,store,86.41,26081
1601,191,2025-10-25,store,59.85,81329
1602,307,2024-05-21,web,403.8,37167
1603,214,2024-02-06,bopis,77.28,59824
1604,154,2024-02-24,web,36.24,90899
1605,256,2025-10-11,web,203.45,99573
1606,468,2025-03-24,mobile,59.0,24001
1607,377,2025-08-15,mobile,21.75,74093
1608,126,2024-03-28,web,76.68,81361
1609,429,2025-11-07,web,676.27,13165
1610,462,2025-04-17,web,21.75,85581
1611,499,2025-03-30,web,691.78,14311
1612,430,2024-09-13,mobile,242.17,81789
1613,296,2024-12-01,web,196.26,42897
1614,283,2025-02-04,web,35.23,35059
1615,282,2025-07-13,web,41.08,46168
1616,483,2024-08-18,bopis,284.63,52935
1617,464,2025-08-01,web,62.07,18359
1618,295,2024-04-30,bopis,2270.13,20918
1619,192,2025-05-20,web,77.28,51457
1620,326,2024-02-01,mobile,227.11,31247
1621,137,2024-08-04,web,2085.66,74182
1622,430,2024-09-04,web,67.11,95522
1623,2,2025-03-16,mobile,156.46,26133
1624,422,2024-11-26,bopis,37.24,53466
1625,469,2024-04-30,mobile,97.86,71955
1626,376,2024-09-25,web,311.14,48581
1627,39,2025-10-07,mobile,1060.03,23556
1628,75,2025-12-01,web,69.13,36534
1629,126,2024-09-03,mobile,307.89,20234
1630,455,2024-07-21,web,182.48,76309
1631,304,2024-05-28,bopis,67.11,93353
1632,86,2025-09-09,web,201.9,87935
1633,69,2025-11-10,store,37.24,41634
