return_id,order_item_id,customer_id,return_date,return_reason,return_channel,condition_received,disposition,refund_amount,restocking_fee,processing_cost,recovered_value,cycle_time_hours,fraud_flagged
9101,527,62,2024-05-10,changed_mind,mobile,new_unopened,restock,138.13,0.0,18.89,96.69,78,False
9102,528,259,2024-02-15,changed_mind,bopis,new_unopened,restock,77.08,0.0,18.29,53.96,46,False
9103,546,154,2025-01-16,changed_mind,store,new_unopened,restock,646.5,0.0,5.25,452.55,163,False
9104,548,203,2024-06-30,changed_mind,web,new_unopened,restock,35.72,0.0,13.84,25.0,60,False
9105,554,128,2025-07-25,changed_mind,web,new_unopened,restock,78.07,0.0,23.44,54.65,91,False
9106,556,216,2024-11-29,changed_mind,web,new_unopened,restock,160.51,0.0,14.03,112.36,91,False
9107,559,58,2024-09-21,changed_mind,mobile,new_unopened,restock,55.06,0.0,16.64,38.54,132,False
9108,562,201,2025-12-13,changed_mind,store,new_unopened,restock,116.43,0.0,15.91,81.5,166,False
9109,569,248,2024-09-22,not_as_described,bopis,damaged,restock,639.88,0.0,3.22,447.92,168,True
9110,585,218,2024-08-29,changed_mind,web,new_unopened,restock,155.9,0.0,25.0,109.13,112,False
9111,589,250,2024-12-27,changed_mind,web,new_unopened,restock,39.64,0.0,6.59,27.75,110,False
9112,592,144,2025-02-05,changed_mind,store,new_unopened,restock,67.55,0.0,9.93,47.28,134,False
9113,595,476,2024-10-17,changed_mind,store,new_unopened,restock,36.36,0.0,5.36,25.45,83,False
9114,600,148,2024-03-25,changed_mind,mobile,new_unopened,restock,119.7,0.0,8.47,83.79,151,False
9115,603,450,2025-12-27,changed_mind,web,new_unopened,restock,66.38,0.0,21.49,46.47,77,False
9116,607,320,2024-10-03,duplicate,mobile,used,refurbish,59.0,0.0,15.25,23.6,143,True
9117,613,494,2024-08-27,changed_mind,store,new_unopened,restock,959.82,0.0,10.96,671.87,9,False
9118,617,295,2024-11-28,duplicate,store,opened_unused,destroy,77.28,0.0,10.9,7.73,88,True
9119,622,301,2024-07-26,changed_mind,store,new_unopened,restock,370.82,0.0,21.66,259.57,65,False
9120,624,13,2024-05-20,changed_mind,mobile,new_unopened,restock,84.52,0.0,13.4,59.16,141,False
9121,627,340,2025-02-10,changed_mind,web,new_unopened,restock,77.3,0.0,4.92,54.11,106,False
9122,636,254,2025-04-04,changed_mind,mobile,new_unopened,restock,55.48,0.0,18.23,38.84,11,False
9123,641,419,2024-08-30,changed_mind,store,new_unopened,restock,120.13,0.0,23.04,84.09,44,False
9124,644,86,2025-05-23,changed_mind,bopis,new_unopened,restock,123.39,0.0,12.6,86.37,111,False
9125,645,283,2024-06-05,changed_mind,bopis,new_unopened,restock,1513.42,0.0,21.08,1059.39,34,False
9126,649,373,2024-10-07,changed_mind,store,new_unopened,restock,51.27,0.0,14.65,35.89,10,False
9127,653,81,2024-09-24,changed_mind,store,new_unopened,restock,479.4,0.0,18.61,335.58,100,False
9128,654,495,2024-10-15,changed_mind,bopis,new_unopened,restock,247.15,0.0,24.11,173.0,87,False
9129,665,491,2025-01-07,changed_mind,web,new_unopened,restock,41.46,0.0,13.52,29.02,139,False
9130,668,465,2025-01-07,changed_mind,web,new_unopened,restock,138.93,0.0,24.13,97.25,48,False
9131,672,459,2025-10-18,changed_mind,mobile,new_unopened,restock,319.94,0.0,15.67,223.96,154,False
9132,675,300,2024-03-07,changed_mind,mobile,new_unopened,restock,504.49,0.0,8.09,353.14,57,False
9133,677,305,2024-03-27,changed_mind,bopis,new_unopened,restock,588.78,0.0,8.51,412.15,124,False
9134,688,465,2024-07-12,changed_mind,mobile,new_unopened,restock,102.54,0.0,13.12,71.78,91,False
9135,701,153,2024-02-05,changed_mind,bopis,new_unopened,restock,72.27,0.0,9.65,50.59,71,False
9136,705,264,2025-11-06,changed_mind,bopis,new_unopened,restock,36.36,0.0,19.2,25.45,27,False
9137,715,287,2025-09-30,changed_mind,bopis,new_unopened,restock,274.14,0.0,19.15,191.9,54,False
9138,717,98,2024-05-23,changed_mind,store,new_unopened,restock,227.11,0.0,17.86,158.98,17,False
9139,719,185,2025-10-12,duplicate,store,opened_unused,restock,58.16,0.0,18.34,40.71,84,True
9140,724,399,2025-11-07,changed_mind,web,new_unopened,restock,583.44,0.0,20.45,408.41,123,False
9141,728,53,2025-01-14,changed_mind,mobile,new_unopened,restock,586.31,0.0,21.68,410.42,101,False
9142,731,159,2024-03-19,changed_mind,store,new_unopened,restock,99.06,0.0,22.46,69.34,119,False
9143,732,270,2024-06-30,changed_mind,store,new_unopened,restock,41.46,0.0,13.95,29.02,76,False
9144,748,28,2025-10-07,changed_mind,web,new_unopened,restock,227.11,0.0,12.91,158.98,150,False
9145,750,149,2025-09-01,duplicate,store,used,restock,77.95,0.0,3.14,54.56,111,True
9146,753,18,2024-04-28,changed_mind,mobile,new_unopened,restock,520.87,0.0,20.28,364.61,41,False
9147,760,347,2025-07-23,changed_mind,bopis,new_unopened,restock,155.63,0.0,7.85,108.94,77,False
9148,768,322,2025-12-23,changed_mind,mobile,new_unopened,restock,681.33,0.0,22.89,476.93,76,False
9149,772,460,2025-03-25,changed_mind,bopis,new_unopened,restock,196.26,0.0,13.52,137.38,160,False
9150,776,180,2025-11-02,changed_mind,mobile,new_unopened,restock,36.24,0.0,14.96,25.37,38,False
9151,781,435,2025-10-09,changed_mind,web,new_unopened,restock,81.38,0.0,8.83,56.97,7,False
9152,786,346,2024-11-04,changed_mind,store,new_unopened,restock,647.46,0.0,13.91,453.22,61,False
9153,795,174,2025-02-24,changed_mind,store,new_unopened,restock,586.31,0.0,16.22,410.42,138,False
9154,800,34,2025-06-15,changed_mind,mobile,new_unopened,restock,1060.03,0.0,10.55,742.02,117,False
9155,804,384,2025-11-16,changed_mind,web,new_unopened,restock,86.41,0.0,20.58,60.49,94,False
9156,808,190,2024-07-04,changed_mind,mobile,new_unopened,restock,227.11,0.0,13.07,158.98,113,False
9157,809,208,2025-02-27,changed_mind,web,new_unopened,restock,37.24,0.0,13.14,26.07,160,False
9158,810,387,2024-07-05,changed_mind,web,new_unopened,restock,196.26,0.0,24.59,137.38,155,False
9159,811,479,2025-11-17,changed_mind,store,new_unopened,restock,639.26,0.0,17.09,447.48,68,False
9160,814,330,2025-12-07,changed_mind,bopis,new_unopened,restock,20.69,0.0,7.19,14.48,143,False
9161,818,46,2025-12-01,changed_mind,mobile,new_unopened,restock,156.46,0.0,5.53,109.52,21,False
9162,822,345,2025-12-18,changed_mind,store,new_unopened,restock,67.11,0.0,11.27,46.98,126,False
9163,825,494,2024-02-08,changed_mind,bopis,new_unopened,restock,947.82,0.0,22.96,663.47,106,False
9164,826,192,2025-10-29,changed_mind,web,new_unopened,restock,227.42,0.0,5.73,159.19,128,False
9165,832,33,2025-08-19,changed_mind,mobile,new_unopened,restock,77.95,0.0,21.01,54.56,45,False
9166,833,162,2025-09-18,changed_mind,web,new_unopened,restock,1060.03,0.0,10.94,742.02,59,False
9167,840,454,2025-11-28,changed_mind,mobile,new_unopened,restock,39.9,0.0,17.1,27.93,107,False
9168,842,195,2025-02-04,changed_mind,web,new_unopened,restock,203.45,0.0,9.26,142.41,67,False
9169,845,291,2025-02-19,changed_mind,mobile,new_unopened,restock,60.48,0.0,5.83,42.34,17,False
9170,854,191,2025-11-05,changed_mind,web,new_unopened,restock,59.85,0.0,12.58,41.89,92,False
9171,856,214,2024-03-05,changed_mind,mobile,new_unopened,restock,77.28,0.0,14.51,54.1,27,False
9172,860,377,2025-09-24,changed_mind,mobile,new_unopened,restock,21.75,0.0,3.64,15.22,55,False
9173,879,192,2025-06-23,changed_mind,store,new_unopened,restock,77.28,0.0,6.64,54.1,154,False
9174,881,137,2024-08-18,changed_mind,mobile,new_unopened,restock,1438.2,0.0,3.08,1006.74,62,False
9175,883,430,2024-09-12,changed_mind,mobile,new_unopened,restock,67.11,0.0,9.21,46.98,120,False
9176,885,422,2024-12-23,changed_mind,bopis,new_unopened,restock,37.24,0.0,8.07,26.07,127,False
9177,886,469,2024-06-04,changed_mind,store,new_unopened,restock,97.86,0.0,22.58,68.5,112,False
9178,892,126,2024-09-25,changed_mind,web,new_unopened,restock,246.78,0.0,22.53,172.75,35,False
9179,907,385,2024-05-09,duplicate,bopis,used,restock,42.32,0.0,24.43,29.62,96,True
9180,914,309,2024-09-06,changed_mind,web,new_unopened,restock,1082.55,0.0,5.93,757.78,85,False
9181,917,59,2025-08-10,changed_mind,store,new_unopened,restock,77.3,0.0,24.87,54.11,49,False
9182,919,159,2025-08-02,changed_mind,mobile,new_unopened,restock,319.94,0.0,4.67,223.96,109,False
9183,924,225,2024-11-05,changed_mind,web,new_unopened,restock,96.79,0.0,5.03,67.75,78,False
9184,926,260,2024-09-28,duplicate,web,opened_unused,restock,55.48,0.0,22.13,38.84,25,True
9185,939,58,2025-02-23,changed_mind,bopis,new_unopened,restock,749.58,0.0,15.14,524.71,145,False
9186,944,330,2024-10-01,changed_mind,store,new_unopened,restock,69.13,0.0,6.06,48.39,83,False
9187,956,260,2024-08-29,changed_mind,store,new_unopened,restock,82.3,0.0,17.39,57.61,62,False
9188,965,81,2024-06-16,changed_mind,store,new_unopened,restock,194.48,0.0,22.52,136.14,18,False
9189,968,382,2025-10-28,changed_mind,store,new_unopened,restock,67.55,0.0,22.47,47.28,21,False
9190,969,281,2024-01-27,changed_mind,mobile,new_unopened,restock,99.06,0.0,12.83,69.34,105,False
9191,974,51,2025-05-22,changed_mind,bopis,new_unopened,restock,392.31,0.0,8.92,274.62,24,False
9192,977,376,2025-06-28,changed_mind,store,new_unopened,restock,215.5,0.0,16.63,150.85,22,False
9193,981,166,2024-11-02,changed_mind,mobile,new_unopened,restock,123.39,0.0,10.92,86.37,100,False
9194,984,348,2025-08-07,changed_mind,mobile,new_unopened,restock,119.7,0.0,6.13,83.79,142,False
9195,985,483,2025-10-27,changed_mind,web,opened_unused,donate,756.71,0.0,15.15,75.67,109,True
9196,986,288,2024-03-16,changed_mind,bopis,new_unopened,restock,1172.62,0.0,4.68,820.83,67,False
9197,987,328,2025-06-09,changed_mind,web,new_unopened,restock,196.26,0.0,3.83,137.38,142,False
9198,990,464,2025-07-12,changed_mind,bopis,new_unopened,restock,69.13,0.0,12.95,48.39,160,False
9199,992,101,2024-07-22,changed_mind,mobile,new_unopened,restock,77.3,0.0,21.93,54.11,121,False
9200,995,171,2025-08-29,not_as_described,bopis,used,restock,28.81,0.0,24.18,20.17,78,True
9201,997,214,2025-10-31,duplicate,store,used,refurbish,36.24,0.0,24.98,14.5,111,True
9202,1001,263,2025-12-21,changed_mind,web,new_unopened,restock,92.62,0.0,3.95,64.83,96,False
9203,1004,116,2025-03-28,changed_mind,bopis,new_unopened,restock,120.13,0.0,7.99,84.09,29,False
9204,1008,257,2025-05-16,changed_mind,bopis,new_unopened,restock,194.48,0.0,4.65,136.14,168,False
9205,1015,210,2025-09-20,changed_mind,bopis,new_unopened,restock,155.63,0.0,19.5,108.94,99,False
9206,1020,54,2025-01-11,changed_mind,bopis,new_unopened,restock,36.24,0.0,23.98,25.37,50,False
9207,1023,78,2024-03-07,changed_mind,store,new_unopened,restock,124.6,0.0,22.82,87.22,148,False
9208,1025,174,2024-01-15,changed_mind,bopis,new_unopened,restock,44.35,0.0,13.89,31.04,94,False
9209,1030,115,2025-05-18,not_as_described,web,damaged,restock,55.06,0.0,11.96,38.54,100,True
9210,1037,442,2025-01-18,changed_mind,bopis,new_unopened,restock,360.39,0.0,19.9,252.27,56,False
9211,1039,22,2024-07-05,changed_mind,web,new_unopened,restock,200.22,0.0,21.98,140.15,94,False
9212,1041,78,2025-02-17,changed_mind,bopis,new_unopened,restock,29.41,0.0,17.11,20.59,157,False
9213,1046,183,2025-12-13,changed_mind,web,new_unopened,restock,42.32,0.0,24.82,29.62,73,False
9214,1049,257,2025-07-03,changed_mind,store,new_unopened,restock,72.15,0.0,24.67,50.51,26,False
9215,1054,240,2025-12-17,changed_mind,bopis,new_unopened,restock,55.06,0.0,4.7,38.54,166,False
9216,1058,126,2025-09-17,changed_mind,store,new_unopened,restock,388.96,0.0,22.26,272.27,148,False
9217,1064,139,2024-09-30,changed_mind,web,new_unopened,restock,138.75,0.0,23.86,97.12,51,False
9218,1065,257,2025-01-31,changed_mind,web,new_unopened,restock,41.08,0.0,3.78,28.76,143,False
9219,1068,382,2025-10-20,changed_mind,bopis,new_unopened,restock,160.51,0.0,10.46,112.36,133,False
9220,1071,179,2025-06-08,changed_mind,web,new_unopened,restock,20.16,0.0,16.59,14.11,100,False
9221,1081,270,2025-02-21,changed_mind,web,new_unopened,restock,172.82,0.0,19.87,120.97,115,False
9222,1089,288,2024-08-26,duplicate,mobile,used,restock,35.72,0.0,9.78,25.0,11,True
9223,1091,463,2025-07-24,changed_mind,bopis,new_unopened,restock,84.52,0.0,17.87,59.16,56,False
9224,1094,405,2025-02-15,changed_mind,web,new_unopened,restock,160.51,0.0,3.44,112.36,125,False
9225,1097,1,2024-03-01,changed_mind,mobile,new_unopened,restock,21.75,0.0,7.37,15.22,81,False
9226,1110,116,2024-02-04,changed_mind,mobile,new_unopened,restock,39.27,0.0,8.02,27.49,76,False
9227,1113,76,2024-01-09,duplicate,bopis,opened_unused,donate,78.07,0.0,7.53,7.81,65,True
9228,1120,181,2025-11-15,changed_mind,web,new_unopened,restock,201.9,0.0,9.42,141.33,103,False
9229,1121,314,2025-01-14,changed_mind,store,new_unopened,restock,1060.03,0.0,7.08,742.02,118,False
9230,1123,18,2024-12-08,changed_mind,mobile,new_unopened,restock,311.26,0.0,21.35,217.88,100,False
9231,1125,125,2025-03-24,changed_mind,web,new_unopened,restock,86.41,0.0,17.95,60.49,25,False
9232,1127,63,2024-12-22,changed_mind,mobile,new_unopened,restock,297.18,0.0,20.76,208.03,163,False
9233,1131,476,2024-06-22,changed_mind,mobile,new_unopened,restock,44.34,0.0,14.47,31.04,59,False
9234,1142,388,2024-04-25,changed_mind,web,new_unopened,restock,81.38,0.0,5.65,56.97,81,False
9235,1150,273,2025-05-06,changed_mind,mobile,new_unopened,restock,34.3,0.0,10.25,24.01,44,False
9236,1154,334,2024-12-04,changed_mind,bopis,new_unopened,restock,76.32,0.0,12.76,53.42,73,False
9237,1155,3,2025-04-26,changed_mind,mobile,new_unopened,restock,1513.42,0.0,10.29,1059.39,115,False
9238,1156,111,2024-06-02,changed_mind,bopis,new_unopened,restock,319.94,0.0,19.29,223.96,164,False
9239,1157,63,2024-09-10,changed_mind,store,new_unopened,restock,1942.38,0.0,3.09,1359.67,147,False
9240,1168,97,2024-08-17,changed_mind,store,new_unopened,restock,44.34,0.0,23.56,31.04,20,False
9241,1169,24,2024-06-24,changed_mind,web,new_unopened,restock,2621.79,0.0,19.95,1835.25,37,False
9242,1171,498,2025-10-11,not_as_described,web,opened_unused,donate,240.26,0.0,18.01,24.03,13,True
9243,1176,461,2025-02-19,changed_mind,store,new_unopened,restock,196.26,0.0,10.25,137.38,110,False
9244,1177,85,2025-12-18,changed_mind,web,new_unopened,restock,194.84,0.0,24.44,136.39,6,False
9245,1189,483,2025-11-05,changed_mind,store,new_unopened,restock,65.25,0.0,12.6,45.67,150,False
9246,1190,47,2025-07-22,changed_mind,web,new_unopened,restock,100.58,0.0,19.43,70.41,147,False
9247,1197,260,2025-03-19,duplicate,store,opened_unused,liquidate,147.27,0.0,15.9,14.73,142,True
9248,1206,415,2024-10-27,changed_mind,web,new_unopened,restock,873.93,0.0,7.16,611.75,139,False
9249,1216,139,2024-04-11,changed_mind,web,new_unopened,restock,35.72,0.0,11.33,25.0,145,False
9250,1225,240,2025-10-21,changed_mind,store,new_unopened,restock,71.44,0.0,11.31,50.01,152,False
9251,1232,296,2025-09-10,changed_mind,bopis,new_unopened,restock,39.27,0.0,24.04,27.49,15,False
9252,1235,202,2024-12-07,changed_mind,mobile,new_unopened,restock,172.82,0.0,17.78,120.97,134,False
9253,1236,391,2025-04-28,changed_mind,mobile,new_unopened,restock,1082.55,0.0,6.6,757.78,105,False
9254,1248,477,2025-12-23,changed_mind,web,new_unopened,restock,520.87,0.0,6.64,364.61,69,False
9255,1257,84,2024-07-27,changed_mind,bopis,new_unopened,restock,479.4,0.0,15.58,335.58,7,False
9256,1270,39,2024-02-23,changed_mind,mobile,new_unopened,restock,67.55,0.0,19.79,47.28,39,False
9257,1274,403,2025-09-25,changed_mind,store,new_unopened,restock,51.27,0.0,13.53,35.89,62,False
9258,1275,46,2025-11-20,changed_mind,mobile,new_unopened,restock,215.5,0.0,10.66,150.85,49,False
9259,1304,347,2025-02-23,changed_mind,mobile,new_unopened,restock,1060.03,0.0,4.38,742.02,71,False
9260,1305,436,2025-10-03,changed_mind,web,new_unopened,restock,37.24,0.0,13.62,26.07,142,False
9261,1307,295,2024-07-19,changed_mind,bopis,new_unopened,restock,90.43,0.0,20.96,63.3,14,False
9262,1308,168,2024-01-19,changed_mind,mobile,new_unopened,restock,66.74,0.0,7.81,46.72,163,False
9263,1309,345,2025-02-25,changed_mind,mobile,new_unopened,restock,138.75,0.0,6.02,97.12,168,False
9264,1310,155,2024-05-31,changed_mind,web,new_unopened,restock,90.43,0.0,11.01,63.3,22,False
9265,1334,323,2024-10-03,changed_mind,web,used,liquidate,231.84,0.0,24.67,23.18,35,True
