order_item_id,order_id,product_id,quantity,unit_price,discount_amount
81,1053,1082,3,52.97,0.0
81,1053,1045,2,392.31,0.0
81,1053,1015,1,84.52,0.0
84,1054,1002,1,67.11,0.0
84,1054,1093,1,62.3,0.0
86,1055,1084,1,59.0,0.0
87,1056,1034,1,479.4,0.0
88,1057,1056,1,203.45,0.0
89,1058,1007,1,72.27,0.0
89,1058,1092,1,77.3,0.0
91,1059,1064,1,227.42,0.0
92,1060,1072,1,156.31,0.0
93,1061,1055,1,185.41,0.0
94,1062,1009,1,69.18,0.0
94,1062,1065,1,123.39,0.0
96,1063,1035,1,100.58,0.0
97,1064,1063,1,21.75,0.0
98,1065,1062,1,247.15,0.0
99,1066,1026,3,647.46,0.0
99,1066,1014,1,67.55,0.0
101,1067,1003,1,20.69,0.0
101,1067,1032,1,319.94,0.0
101,1067,1011,2,39.64,0.0
104,1068,1016,1,77.28,0.0
105,1069,1087,1,37.24,0.0
106,1070,1092,1,77.3,0.0
107,1071,1001,3,36.36,0.0
108,1072,1088,2,41.46,0.0
108,1072,1039,1,194.84,0.0
108,1072,1092,2,77.3,0.0
111,1073,1026,1,647.46,0.0
112,1074,1021,1,59.85,0.0
113,1075,1060,2,86.84,0.0
114,1076,1095,1,77.08,0.0
115,1077,1079,1,61.11,0.0
115,1077,1034,1,479.4,0.0
117,1078,1036,1,354.4,0.0
117,1078,1073,1,116.43,0.0
119,1079,1012,1,44.35,0.0
120,1080,1053,1,81.38,0.0
121,1081,1036,3,354.4,0.0
122,1082,1071,1,215.5,0.0
123,1083,1012,1,44.35,0.0
124,1084,1060,1,86.84,0.0
124,1084,1065,1,123.39,0.0
126,1085,1086,1,91.38,0.0
127,1086,1077,2,28.81,0.0
128,1087,1031,2,244.09,0.0
129,1088,1023,1,32.62,0.0
129,1088,1010,1,29.41,0.0
129,1088,1028,1,520.87,0.0
132,1089,1018,1,82.3,0.0
133,1090,1032,1,319.94,0.0
134,1091,1082,1,52.97,0.0
135,1092,1036,1,354.4,0.0
135,1092,1028,1,520.87,0.0
137,1093,1032,3,319.94,0.0
137,1093,1083,1,90.43,0.0
137,1093,1038,1,1082.55,0.0
140,1094,1055,1,185.41,0.0
140,1094,1084,2,59.0,0.0
142,1095,1057,1,194.48,0.0
142,1095,1006,3,35.72,0.0
142,1095,1042,2,227.11,0.0
145,1096,1013,1,86.41,0.0
145,1096,1036,2,354.4,0.0
147,1097,1022,1,69.13,0.0
148,1098,1062,2,247.15,0.0
149,1099,1001,2,36.36,0.0
149,1099,1091,1,55.48,0.0
151,1100,1005,1,81.69,0.0
152,1101,1069,2,160.51,0.0
152,1101,1030,1,72.15,0.0
154,1102,1058,1,120.13,0.0
155,1103,1085,2,46.31,0.0
156,1104,1050,1,138.13,0.0
157,1105,1017,2,51.27,0.0
158,1106,1062,1,247.15,0.0
159,1107,1012,1,44.35,0.0
159,1107,1028,1,520.87,0.0
159,1107,1006,1,35.72,0.0
162,1108,1095,1,77.08,0.0
163,1109,1074,1,39.9,0.0
164,1110,1078,2,55.06,0.0
165,1111,1046,2,639.26,0.0
165,1111,1013,1,86.41,0.0
167,1112,1052,1,150.08,0.0
168,1113,1052,1,150.08,0.0
168,1113,1014,1,67.55,0.0
170,1114,1052,1,150.08,0.0
170,1114,1011,1,39.64,0.0
172,1115,1042,1,227.11,0.0
173,1116,1035,1,100.58,0.0
174,1117,1004,1,69.11,0.0
175,1118,1048,1,749.58,0.0
176,1119,1076,1,77.95,0.0
177,1120,1086,1,91.38,0.0
177,1120,1067,2,196.26,0.0
179,1121,1025,2,66.38,0.0
180,1122,1091,1,55.48,0.0
181,1123,1068,1,78.07,0.0
181,1123,1002,1,67.11,0.0
181,1123,1034,2,479.4,0.0
184,1124,1016,1,77.28,0.0
185,1125,1064,1,227.42,0.0
186,1126,1061,3,156.46,0.0
186,1126,1013,1,86.41,0.0
186,1126,1024,1,36.24,0.0
189,1127,1001,1,36.36,0.0
189,1127,1074,3,39.9,0.0
189,1127,1024,3,36.24,0.0
192,1128,1075,1,96.79,0.0
193,1129,1027,1,504.49,0.0
193,1129,1017,1,51.27,0.0
195,1130,1031,1,244.09,0.0
196,1131,1037,1,756.71,0.0
197,1132,1021,2,59.85,0.0
197,1132,1001,1,36.36,0.0
199,1133,1072,1,156.31,0.0
200,1134,1078,1,55.06,0.0
201,1135,1041,1,201.9,0.0
202,1136,1083,1,90.43,0.0
203,1137,1057,1,194.48,0.0
203,1137,1073,1,116.43,0.0
205,1138,1068,1,78.07,0.0
206,1139,1082,1,52.97,0.0
207,1140,1005,1,81.69,0.0
208,1141,1039,1,194.84,0.0
208,1141,1044,1,586.31,0.0
210,1142,1090,1,42.32,0.0
211,1143,1076,1,77.95,0.0
212,1144,1072,1,156.31,0.0
212,1144,1036,1,354.4,0.0
212,1144,1058,1,120.13,0.0
215,1145,1026,1,647.46,0.0
216,1146,1005,1,81.69,0.0
217,1147,1041,3,201.9,0.0
218,1148,1082,2,52.97,0.0
219,1149,1010,2,29.41,0.0
219,1149,1037,2,756.71,0.0
219,1149,1035,1,100.58,0.0
222,1150,1065,1,123.39,0.0
222,1150,1024,1,36.24,0.0
224,1151,1081,3,58.16,0.0
225,1152,1061,1,156.46,0.0
226,1153,1030,1,72.15,0.0
226,1153,1084,1,59.0,0.0
228,1154,1007,1,72.27,0.0
229,1155,1086,2,91.38,0.0
229,1155,1067,1,196.26,0.0
229,1155,1088,1,41.46,0.0
232,1156,1006,1,35.72,0.0
233,1157,1090,3,42.32,0.0
234,1158,1056,1,203.45,0.0
234,1158,1077,1,28.81,0.0
236,1159,1049,1,99.06,0.0
236,1159,1011,1,39.64,0.0
236,1159,1093,1,62.3,0.0
239,1160,1022,3,69.13,0.0
240,1161,1026,1,647.46,0.0
240,1161,1034,1,479.4,0.0
242,1162,1067,3,196.26,0.0
243,1163,1020,1,44.34,0.0
243,1163,1076,1,77.95,0.0
245,1164,1024,3,36.24,0.0
246,1165,1046,2,639.26,0.0
246,1165,1046,1,639.26,0.0
246,1165,1010,2,29.41,0.0
249,1166,1048,1,749.58,0.0
250,1167,1055,1,185.41,0.0
250,1167,1056,1,203.45,0.0
250,1167,1075,1,96.79,0.0
253,1168,1034,1,479.4,0.0
254,1169,1064,1,227.42,0.0
255,1170,1008,1,41.08,0.0
256,1171,1096,1,20.16,0.0
257,1172,1037,1,756.71,0.0
258,1173,1084,3,59.0,0.0
259,1174,1028,3,520.87,0.0
259,1174,1026,1,647.46,0.0
259,1174,1014,2,67.55,0.0
262,1175,1044,1,586.31,0.0
263,1176,1092,1,77.3,0.0
263,1176,1048,1,749.58,0.0
265,1177,1053,2,81.38,0.0
266,1178,1024,1,36.24,0.0
266,1178,1089,1,35.23,0.0
268,1179,1046,1,639.26,0.0
268,1179,1021,1,59.85,0.0
268,1179,1050,1,138.13,0.0
271,1180,1047,1,76.32,0.0
272,1181,1052,1,150.08,0.0
273,1182,1083,3,90.43,0.0
274,1183,1020,1,44.34,0.0
275,1184,1095,1,77.08,0.0
276,1185,1082,3,52.97,0.0
277,1186,1079,1,61.11,0.0
277,1186,1059,1,147.27,0.0
277,1186,1014,1,67.55,0.0
280,1187,1033,1,873.93,0.0
281,1188,1095,1,77.08,0.0
282,1189,1080,1,13.23,0.0
283,1190,1021,3,59.85,0.0
283,1190,1069,1,160.51,0.0
285,1191,1075,1,96.79,0.0
285,1191,1072,1,156.31,0.0
287,1192,1082,1,52.97,0.0
287,1192,1048,1,749.58,0.0
289,1193,1050,1,138.13,0.0
289,1193,1071,1,215.5,0.0
291,1194,1018,1,82.3,0.0
292,1195,1039,1,194.84,0.0
293,1196,1092,1,77.3,0.0
294,1197,1080,1,13.23,0.0
294,1197,1060,3,86.84,0.0
296,1198,1089,2,35.23,0.0
297,1199,1005,1,81.69,0.0
297,1199,1036,1,354.4,0.0
299,1200,1078,1,55.06,0.0
299,1200,1076,1,77.95,0.0
299,1200,1033,1,873.93,0.0
302,1201,1005,1,81.69,0.0
303,1202,1066,3,155.63,0.0
304,1203,1041,2,201.9,0.0
305,1204,1060,3,86.84,0.0
306,1205,1059,1,147.27,0.0
306,1205,1016,1,77.28,0.0
306,1205,1056,1,203.45,0.0
309,1206,1045,1,392.31,0.0
310,1207,1015,1,84.52,0.0
311,1208,1021,1,59.85,0.0
312,1209,1063,2,21.75,0.0
313,1210,1080,3,13.23,0.0
314,1211,1021,1,59.85,0.0
314,1211,1048,1,749.58,0.0
316,1212,1081,2,58.16,0.0
317,1213,1004,3,69.11,0.0
318,1214,1040,1,1029.67,0.0
319,1215,1077,1,28.81,0.0
319,1215,1096,2,20.16,0.0
321,1216,1014,1,67.55,0.0
322,1217,1040,1,1029.67,0.0
323,1218,1081,1,58.16,0.0
324,1219,1068,1,78.07,0.0
325,1220,1070,1,66.74,0.0
326,1221,1004,3,69.11,0.0
327,1222,1022,1,69.13,0.0
328,1223,1022,1,69.13,0.0
328,1223,1053,1,81.38,0.0
328,1223,1016,1,77.28,0.0
331,1224,1095,1,77.08,0.0
331,1224,1017,1,51.27,0.0
331,1224,1022,1,69.13,0.0
334,1225,1051,1,138.75,0.0
335,1226,1016,1,77.28,0.0
336,1227,1078,3,55.06,0.0
337,1228,1032,1,319.94,0.0
338,1229,1010,2,29.41,0.0
338,1229,1026,1,647.46,0.0
340,1230,1050,1,138.13,0.0
341,1231,1056,1,203.45,0.0
342,1232,1020,1,44.34,0.0
342,1232,1024,1,36.24,0.0
344,1233,1003,1,20.69,0.0
345,1234,1040,2,1029.67,0.0
345,1234,1084,1,59.0,0.0
345,1234,1036,1,354.4,0.0
348,1235,1083,1,90.43,0.0
348,1235,1001,1,36.36,0.0
350,1236,1008,2,41.08,0.0
351,1237,1054,1,34.3,0.0
352,1238,1019,3,39.27,0.0
353,1239,1077,1,28.81,0.0
353,1239,1083,1,90.43,0.0
355,1240,1063,1,21.75,0.0
356,1241,1065,1,123.39,0.0
357,1242,1046,1,639.26,0.0
358,1243,1034,1,479.4,0.0
359,1244,1014,1,67.55,0.0
360,1245,1011,1,39.64,0.0
360,1245,1068,1,78.07,0.0
362,1246,1030,1,72.15,0.0
363,1247,1045,1,392.31,0.0
363,1247,1013,3,86.41,0.0
365,1248,1016,1,77.28,0.0
366,1249,1079,2,61.11,0.0
367,1250,1066,1,155.63,0.0
368,1251,1040,1,1029.67,0.0
369,1252,1086,1,91.38,0.0
369,1252,1032,1,319.94,0.0
369,1252,1034,3,479.4,0.0
372,1253,1017,1,51.27,0.0
372,1253,1001,1,36.36,0.0
374,1254,1054,1,34.3,0.0
375,1255,1070,1,66.74,0.0
375,1255,1016,3,77.28,0.0
377,1256,1056,2,203.45,0.0
378,1257,1070,1,66.74,0.0
379,1258,1025,1,66.38,0.0
380,1259,1032,1,319.94,0.0
381,1260,1082,1,52.97,0.0
381,1260,1084,1,59.0,0.0
383,1261,1091,1,55.48,0.0
384,1262,1031,1,244.09,0.0
384,1262,1093,1,62.3,0.0
386,1263,1026,1,647.46,0.0
386,1263,1032,1,319.94,0.0
386,1263,1052,3,150.08,0.0
389,1264,1005,3,81.69,0.0
389,1264,1061,1,156.46,0.0
391,1265,1090,1,42.32,0.0
392,1266,1084,1,59.0,0.0
393,1267,1041,1,201.9,0.0
394,1268,1078,1,55.06,0.0
395,1269,1028,2,520.87,0.0
395,1269,1093,1,62.3,0.0
397,1270,1025,1,66.38,0.0
398,1271,1027,1,504.49,0.0
399,1272,1053,1,81.38,0.0
400,1273,1011,1,39.64,0.0
401,1274,1001,1,36.36,0.0
402,1275,1040,1,1029.67,0.0
403,1276,1020,1,44.34,0.0
404,1277,1033,1,873.93,0.0
405,1278,1063,1,21.75,0.0
406,1279,1067,1,196.26,0.0
406,1279,1057,1,194.48,0.0
406,1279,1045,1,392.31,0.0
409,1280,1030,1,72.15,0.0
410,1281,1055,1,185.41,0.0
411,1282,1040,1,1029.67,0.0
412,1283,1086,1,91.38,0.0
412,1283,1036,2,354.4,0.0
414,1284,1059,1,147.27,0.0
414,1284,1024,1,36.24,0.0
416,1285,1012,1,44.35,0.0
416,1285,1049,1,99.06,0.0
418,1286,1034,1,479.4,0.0
418,1286,1030,1,72.15,0.0
420,1287,1088,3,41.46,0.0
420,1287,1050,1,138.13,0.0
420,1287,1089,1,35.23,0.0
423,1288,1089,1,35.23,0.0
424,1289,1045,3,392.31,0.0
424,1289,1035,1,100.58,0.0
424,1289,1083,1,90.43,0.0
427,1290,1062,1,247.15,0.0
427,1290,1058,1,120.13,0.0
427,1290,1078,1,55.06,0.0
430,1291,1069,1,160.51,0.0
431,1292,1040,1,1029.67,0.0
432,1293,1076,1,77.95,0.0
433,1294,1072,1,156.31,0.0
434,1295,1032,1,319.94,0.0
435,1296,1067,1,196.26,0.0
435,1296,1053,1,81.38,0.0
437,1297,1015,1,84.52,0.0
437,1297,1091,1,55.48,0.0
439,1298,1066,1,155.63,0.0
440,1299,1048,1,749.58,0.0
440,1299,1070,1,66.74,0.0
442,1300,1050,1,138.13,0.0
442,1300,1067,1,196.26,0.0
442,1300,1080,1,13.23,0.0
445,1301,1051,1,138.75,0.0
446,1302,1011,1,39.64,0.0
447,1303,1074,1,39.9,0.0
447,1303,1016,2,77.28,0.0
447,1303,1094,1,85.98,0.0
450,1304,1045,1,392.31,0.0
451,1305,1012,1,44.35,0.0
452,1306,1005,1,81.69,0.0
453,1307,1009,1,69.18,0.0
454,1308,1020,1,44.34,0.0
454,1308,1001,1,36.36,0.0
454,1308,1092,1,77.3,0.0
457,1309,1047,2,76.32,0.0
457,1309,1095,1,77.08,0.0
459,1310,1094,1,85.98,0.0
459,1310,1020,1,44.34,0.0
461,1311,1083,3,90.43,0.0
462,1312,1003,1,20.69,0.0
463,1313,1088,1,41.46,0.0
463,1313,1011,1,39.64,0.0
463,1313,1014,1,67.55,0.0
466,1314,1092,1,77.3,0.0
467,1315,1002,1,67.11,0.0
468,1316,1002,1,67.11,0.0
469,1317,1038,1,1082.55,0.0
469,1317,1002,1,67.11,0.0
471,1318,1049,3,99.06,0.0
471,1318,1065,2,123.39,0.0
473,1319,1090,1,42.32,0.0
473,1319,1084,1,59.0,0.0
475,1320,1002,1,67.11,0.0
475,1320,1096,2,20.16,0.0
477,1321,1015,1,84.52,0.0
477,1321,1006,1,35.72,0.0
477,1321,1068,1,78.07,0.0
480,1322,1017,1,51.27,0.0
480,1322,1006,1,35.72,0.0
482,1323,1071,3,215.5,0.0
483,1324,1025,1,66.38,0.0
484,1325,1095,1,77.08,0.0
485,1326,1039,1,194.84,0.0
486,1327,1037,1,756.71,0.0
486,1327,1025,1,66.38,0.0
488,1328,1068,1,78.07,0.0
489,1329,1074,1,39.9,0.0
490,1330,1027,1,504.49,0.0
491,1331,1050,1,138.13,0.0
492,1332,1056,1,203.45,0.0
493,1333,1040,1,1029.67,0.0
494,1334,1078,1,55.06,0.0
495,1335,1067,1,196.26,0.0
496,1336,1090,1,42.32,0.0
497,1337,1012,1,44.35,0.0
498,1338,1074,1,39.9,0.0
499,1339,1065,2,123.39,0.0
500,1340,1012,1,44.35,0.0
501,1341,1096,1,20.16,0.0
502,1342,1063,2,21.75,0.0
503,1343,1019,2,39.27,0.0
503,1343,1031,3,244.09,0.0
505,1344,1083,1,90.43,0.0
506,1345,1036,2,354.4,0.0
507,1346,1029,1,1060.03,0.0
508,1347,1002,1,67.11,0.0
509,1348,1091,1,55.48,0.0
509,1348,1008,2,41.08,0.0
511,1349,1090,3,42.32,0.0
512,1350,1088,3,41.46,0.0
512,1350,1024,1,36.24,0.0
514,1351,1015,1,84.52,0.0
515,1352,1082,1,52.97,0.0
515,1352,1079,2,61.11,0.0
515,1352,1024,1,36.24,0.0
518,1353,1035,1,100.58,0.0
519,1354,1023,2,32.62,0.0
520,1355,1088,3,41.46,0.0
521,1356,1063,2,21.75,0.0
522,1357,1053,1,81.38,0.0
522,1357,1027,1,504.49,0.0
524,1358,1060,1,86.84,0.0
525,1359,1086,1,91.38,0.0
526,1360,1040,1,1029.67,0.0
527,1361,1050,1,138.13,0.0
528,1362,1076,1,77.95,0.0
528,1362,1089,1,35.23,0.0
528,1362,1095,1,77.08,0.0
531,1363,1045,2,392.31,0.0
532,1364,1039,1,194.84,0.0
532,1364,1093,1,62.3,0.0
534,1365,1056,1,203.45,0.0
535,1366,1003,1,20.69,0.0
535,1366,1045,1,392.31,0.0
537,1367,1004,2,69.11,0.0
537,1367,1044,1,586.31,0.0
539,1368,1011,1,39.64,0.0
540,1369,1002,2,67.11,0.0
541,1370,1039,1,194.84,0.0
541,1370,1010,1,29.41,0.0
543,1371,1034,1,479.4,0.0
544,1372,1095,1,77.08,0.0
545,1373,1086,1,91.38,0.0
546,1374,1071,3,215.5,0.0
546,1374,1038,2,1082.55,0.0
548,1375,1006,1,35.72,0.0
549,1376,1051,3,138.75,0.0
549,1376,1093,1,62.3,0.0
549,1376,1086,1,91.38,0.0
552,1377,1066,1,155.63,0.0
553,1378,1082,3,52.97,0.0
554,1379,1068,1,78.07,0.0
555,1380,1011,1,39.64,0.0
556,1381,1069,1,160.51,0.0
557,1382,1049,1,99.06,0.0
558,1383,1079,1,61.11,0.0
559,1384,1052,1,150.08,0.0
559,1384,1078,1,55.06,0.0
559,1384,1026,1,647.46,0.0
562,1385,1073,1,116.43,0.0
563,1386,1082,1,52.97,0.0
564,1387,1011,2,39.64,0.0
565,1388,1036,1,354.4,0.0
566,1389,1037,1,756.71,0.0
567,1390,1078,1,55.06,0.0
567,1390,1021,1,59.85,0.0
569,1391,1032,2,319.94,0.0
570,1392,1038,1,1082.55,0.0
570,1392,1089,1,35.23,0.0
570,1392,1064,3,227.42,0.0
573,1393,1015,1,84.52,0.0
573,1393,1029,1,1060.03,0.0
573,1393,1046,1,639.26,0.0
576,1394,1011,1,39.64,0.0
576,1394,1083,1,90.43,0.0
576,1394,1087,1,37.24,0.0
579,1395,1042,1,227.11,0.0
580,1396,1012,1,44.35,0.0
581,1397,1076,1,77.95,0.0
582,1398,1080,1,13.23,0.0
582,1398,1053,1,81.38,0.0
582,1398,1022,1,69.13,0.0
585,1399,1089,1,35.23,0.0
585,1399,1076,2,77.95,0.0
587,1400,1029,1,1060.03,0.0
588,1401,1053,1,81.38,0.0
589,1402,1011,1,39.64,0.0
590,1403,1028,1,520.87,0.0
591,1404,1037,1,756.71,0.0
592,1405,1014,1,67.55,0.0
593,1406,1033,2,873.93,0.0
593,1406,1063,1,21.75,0.0
595,1407,1045,1,392.31,0.0
595,1407,1020,1,44.34,0.0
595,1407,1001,1,36.36,0.0
598,1408,1064,1,227.42,0.0
599,1409,1085,3,46.31,0.0
600,1410,1021,2,59.85,0.0
601,1411,1035,1,100.58,0.0
602,1412,1083,1,90.43,0.0
603,1413,1025,1,66.38,0.0
604,1414,1036,3,354.4,0.0
605,1415,1006,1,35.72,0.0
606,1416,1025,1,66.38,0.0
607,1417,1084,1,59.0,0.0
608,1418,1017,1,51.27,0.0
609,1419,1036,2,354.4,0.0
609,1419,1048,1,749.58,0.0
609,1419,1010,1,29.41,0.0
612,1420,1009,2,69.18,0.0
613,1421,1032,3,319.94,0.0
614,1422,1035,3,100.58,0.0
614,1422,1056,1,203.45,0.0
614,1422,1010,1,29.41,0.0
617,1423,1016,1,77.28,0.0
618,1424,1091,1,55.48,0.0
618,1424,1051,2,138.75,0.0
618,1424,1004,2,69.11,0.0
621,1425,1029,1,1060.03,0.0
622,1426,1055,2,185.41,0.0
622,1426,1077,1,28.81,0.0
624,1427,1038,1,1082.55,0.0
624,1427,1015,1,84.52,0.0
626,1428,1092,1,77.3,0.0
627,1429,1092,1,77.3,0.0
628,1430,1079,1,61.11,0.0
629,1431,1085,1,46.31,0.0
629,1431,1009,1,69.18,0.0
631,1432,1002,1,67.11,0.0
632,1433,1058,1,120.13,0.0
633,1434,1026,1,647.46,0.0
633,1434,1033,1,873.93,0.0
635,1435,1028,1,520.87,0.0
636,1436,1091,1,55.48,0.0
637,1437,1069,1,160.51,0.0
638,1438,1078,3,55.06,0.0
639,1439,1015,1,84.52,0.0
640,1440,1009,1,69.18,0.0
641,1441,1058,1,120.13,0.0
642,1442,1072,1,156.31,0.0
642,1442,1012,1,44.35,0.0
644,1443,1065,1,123.39,0.0
645,1444,1061,1,156.46,0.0
645,1444,1065,2,123.39,0.0
645,1444,1037,2,756.71,0.0
648,1445,1076,1,77.95,0.0
649,1446,1017,1,51.27,0.0
650,1447,1060,1,86.84,0.0
651,1448,1009,2,69.18,0.0
652,1449,1043,1,947.82,0.0
653,1450,1034,1,479.4,0.0
654,1451,1062,1,247.15,0.0
655,1452,1058,1,120.13,0.0
656,1453,1091,1,55.48,0.0
656,1453,1022,1,69.13,0.0
656,1453,1073,1,116.43,0.0
659,1454,1060,1,86.84,0.0
660,1455,1007,1,72.27,0.0
660,1455,1012,1,44.35,0.0
662,1456,1066,1,155.63,0.0
663,1457,1090,1,42.32,0.0
664,1458,1009,3,69.18,0.0
665,1459,1007,1,72.27,0.0
665,1459,1088,1,41.46,0.0
667,1460,1003,1,20.69,0.0
668,1461,1085,3,46.31,0.0
669,1462,1031,1,244.09,0.0
670,1463,1044,3,586.31,0.0
671,1464,1029,1,1060.03,0.0
672,1465,1032,1,319.94,0.0
673,1466,1057,3,194.48,0.0
674,1467,1069,3,160.51,0.0
675,1468,1027,1,504.49,0.0
676,1469,1051,3,138.75,0.0
677,1470,1067,3,196.26,0.0
677,1470,1006,1,35.72,0.0
679,1471,1015,3,84.52,0.0
680,1472,1046,1,639.26,0.0
681,1473,1012,1,44.35,0.0
681,1473,1072,1,156.31,0.0
683,1474,1083,1,90.43,0.0
683,1474,1070,1,66.74,0.0
685,1475,1008,2,41.08,0.0
686,1476,1089,2,35.23,0.0
687,1477,1006,1,35.72,0.0
688,1478,1017,2,51.27,0.0
689,1479,1020,1,44.34,0.0
690,1480,1074,1,39.9,0.0
690,1480,1093,1,62.3,0.0
692,1481,1085,1,46.31,0.0
693,1482,1005,1,81.69,0.0
694,1483,1069,2,160.51,0.0
694,1483,1005,1,81.69,0.0
696,1484,1057,1,194.48,0.0
696,1484,1046,1,639.26,0.0
696,1484,1018,1,82.3,0.0
699,1485,1058,1,120.13,0.0
699,1485,1038,1,1082.55,0.0
701,1486,1007,1,72.27,0.0
702,1487,1037,1,756.71,0.0
702,1487,1017,1,51.27,0.0
704,1488,1024,1,36.24,0.0
705,1489,1001,1,36.36,0.0
706,1490,1095,1,77.08,0.0
707,1491,1071,1,215.5,0.0
708,1492,1087,1,37.24,0.0
708,1492,1063,2,21.75,0.0
710,1493,1068,2,78.07,0.0
711,1494,1040,1,1029.67,0.0
711,1494,1063,2,21.75,0.0
711,1494,1093,1,62.3,0.0
714,1495,1071,1,215.5,0.0
715,1496,1086,3,91.38,0.0
715,1496,1064,1,227.42,0.0
717,1497,1042,1,227.11,0.0
718,1498,1090,1,42.32,0.0
719,1499,1081,1,58.16,0.0
720,1500,1012,3,44.35,0.0
720,1500,1035,1,100.58,0.0
722,1501,1021,2,59.85,0.0
723,1502,1069,1,160.51,0.0
724,1503,1057,3,194.48,0.0
724,1503,1027,1,504.49,0.0
726,1504,1015,2,84.52,0.0
726,1504,1070,1,66.74,0.0
728,1505,1044,1,586.31,0.0
729,1506,1062,1,247.15,0.0
730,1507,1022,1,69.13,0.0
731,1508,1049,1,99.06,0.0
732,1509,1088,1,41.46,0.0
733,1510,1059,1,147.27,0.0
734,1511,1071,1,215.5,0.0
735,1512,1072,1,156.31,0.0
736,1513,1035,3,100.58,0.0
736,1513,1006,1,35.72,0.0
738,1514,1047,1,76.32,0.0
739,1515,1032,1,319.94,0.0
739,1515,1046,1,639.26,0.0
741,1516,1084,1,59.0,0.0
741,1516,1054,1,34.3,0.0
743,1517,1051,1,138.75,0.0
743,1517,1093,3,62.3,0.0
745,1518,1033,1,873.93,0.0
746,1519,1066,1,155.63,0.0
747,1520,1054,1,34.3,0.0
748,1521,1042,1,227.11,0.0
749,1522,1060,2,86.84,0.0
750,1523,1076,1,77.95,0.0
751,1524,1047,1,76.32,0.0
751,1524,1061,1,156.46,0.0
753,1525,1028,1,520.87,0.0
754,1526,1050,3,138.13,0.0
754,1526,1044,1,586.31,0.0
754,1526,1051,1,138.75,0.0
757,1527,1054,1,34.3,0.0
757,1527,1059,1,147.27,0.0
759,1528,1036,1,354.4,0.0
760,1529,1066,1,155.63,0.0
761,1530,1090,1,42.32,0.0
762,1531,1017,1,51.27,0.0
763,1532,1058,1,120.13,0.0
763,1532,1072,1,156.31,0.0
765,1533,1008,1,41.08,0.0
765,1533,1094,1,85.98,0.0
767,1534,1025,3,66.38,0.0
768,1535,1042,3,227.11,0.0
769,1536,1010,1,29.41,0.0
769,1536,1017,1,51.27,0.0
769,1536,1037,1,756.71,0.0
772,1537,1067,1,196.26,0.0
773,1538,1089,1,35.23,0.0
